Order Date,Country,Region,Sales Rep,Category,Product,Sales,Profit,Discount
2023-12-09,Germany,South,Cody Silva,Grocery,Fruits,949.07,139.23,50.37
2024-12-26,USA,South,Casey Manning,Furniture,Desk,357.63,93.08,34.74
2024-10-14,Germany,North,Christopher Smith,Furniture,Cabinet,1188.43,313.49,78.51
2023-05-12,Canada,South,Erica Singh,Sports,Yoga Mat,1608.79,205.97,226.94
2023-01-01,Canada,South,Casey Manning,Electronics,Smartwatch,943.42,84.62,186.97
2022-03-07,Canada,South,Erica Singh,Clothing,Jeans,180.27,12.31,28.2
2024-05-06,Canada,West,Mitchell Carter,Sports,Basketball,1438.53,386.99,209.42
2022-06-01,USA,South,Christopher Smith,Sports,Football,624.58,171.6,0.79
2023-09-10,Germany,East,Danielle Valdez,Sports,Tennis Racket,1783.84,505.57,315.86
2024-06-17,UK,East,James Warren,Clothing,T-shirt,105.17,13.59,14.9
2022-04-07,USA,West,Pamela Knapp,Furniture,Sofa,845.71,193.5,38.86
2022-02-18,India,East,Pamela Knapp,Grocery,Vegetables,349.51,82.68,58.17
2024-08-08,Germany,South,Danielle Valdez,Furniture,Cabinet,305.42,66.0,13.02
2023-04-01,USA,North,Kaylee Wheeler,Clothing,Jeans,1575.82,259.87,237.32
2024-08-21,Germany,South,Pamela Knapp,Sports,Basketball,778.46,49.58,5.29
2025-02-04,USA,South,James Warren,Sports,Cycling Helmet,761.16,53.78,0.03
2022-10-08,India,West,Kaylee Wheeler,Grocery,Bread,786.76,104.11,36.11
2023-02-17,Germany,East,Danielle Valdez,Furniture,Chair,684.46,48.82,38.28
2023-07-25,India,South,Danielle Valdez,Electronics,Smartphone,1819.08,301.54,43.17
2022-07-24,India,East,James Warren,Furniture,Cabinet,1858.58,340.02,163.41
2023-12-21,Germany,West,James Warren,Grocery,Fruits,908.94,173.95,113.85
2023-04-26,Canada,West,Pamela Knapp,Clothing,T-shirt,1889.78,346.85,184.07
2022-09-04,Germany,North,Danielle Valdez,Clothing,Shoes,700.46,85.78,66.57
2024-03-26,USA,East,Danielle Valdez,Clothing,T-shirt,1589.68,122.69,263.76
2024-03-06,UK,South,Michelle Adams,Electronics,Smartwatch,1208.85,138.25,119.13
2023-12-21,UK,North,Casey Manning,Sports,Football,1090.19,93.4,73.17
2022-08-28,Germany,West,Erica Singh,Electronics,Headphones,1852.87,227.96,360.58
2023-10-10,Germany,North,Casey Manning,Clothing,Jeans,779.9,78.5,71.26
2024-02-05,UK,East,Cody Silva,Electronics,Smartphone,1816.32,497.32,350.13
2024-01-28,USA,East,Casey Manning,Clothing,Hat,360.39,23.5,50.76
2024-08-28,Canada,West,Erica Singh,Clothing,Hat,1326.4,232.48,226.61
2022-08-31,UK,North,Christopher Smith,Furniture,Table,339.75,56.96,41.02
2023-08-16,UK,North,Cody Silva,Furniture,Desk,721.95,64.74,16.32
2023-02-24,UK,North,James Warren,Sports,Yoga Mat,1733.22,265.28,211.29
2023-04-12,India,South,Pamela Knapp,Sports,Cycling Helmet,1483.54,87.92,228.44
2022-08-04,UK,West,Pamela Knapp,Grocery,Fruits,924.53,272.55,142.44
2024-11-04,Canada,East,Kaylee Wheeler,Furniture,Desk,837.0,226.52,88.94
2023-05-06,Canada,East,Mitchell Carter,Electronics,Smartwatch,593.32,85.49,62.93
2024-12-22,India,West,James Warren,Clothing,Shoes,1335.06,260.28,110.1
2024-03-30,UK,East,James Warren,Sports,Football,1129.38,155.64,33.43
2022-10-27,Germany,East,James Warren,Clothing,Jacket,394.2,77.3,42.14
2023-03-23,Canada,East,Mitchell Carter,Grocery,Bread,877.52,177.75,4.49
2024-05-16,Germany,South,Michelle Adams,Electronics,Smartwatch,1351.7,94.86,76.24
2022-05-11,UK,South,Michelle Adams,Furniture,Cabinet,1580.05,300.28,11.72
2025-01-11,USA,East,Erica Singh,Grocery,Vegetables,1308.39,157.71,202.36
2022-09-20,UK,North,Pamela Knapp,Furniture,Chair,324.56,36.28,21.9
2023-03-17,Canada,West,Pamela Knapp,Grocery,Eggs,1009.17,114.42,104.71
2023-06-21,Canada,East,Christopher Smith,Grocery,Eggs,1862.96,224.75,216.85
2023-06-14,India,East,Kaylee Wheeler,Sports,Tennis Racket,183.74,17.04,12.74
2023-06-25,Germany,East,Erica Singh,Clothing,Shoes,1532.02,346.82,26.66
2022-03-23,USA,East,Danielle Valdez,Sports,Basketball,250.65,40.28,49.36
2023-05-08,UK,West,Casey Manning,Clothing,Shoes,1127.95,267.12,187.06
2024-04-25,UK,West,James Warren,Furniture,Table,26.09,7.76,2.85
2024-09-14,Canada,East,Erica Singh,Grocery,Vegetables,495.1,73.04,70.68
2024-10-25,India,East,Cody Silva,Grocery,Eggs,317.51,43.98,44.23
2024-11-08,USA,East,Cody Silva,Clothing,Jeans,1899.32,438.73,69.93
2022-08-30,India,North,Kaylee Wheeler,Grocery,Fruits,1861.7,433.38,249.73
2023-10-07,Canada,West,Cody Silva,Furniture,Sofa,284.89,57.02,4.67
2023-12-06,Germany,South,James Warren,Electronics,Smartphone,1240.77,216.57,182.82
2025-01-17,Canada,West,Cody Silva,Sports,Football,636.51,90.52,59.16
2024-04-11,India,East,Mitchell Carter,Grocery,Eggs,889.94,145.46,12.85
2023-10-02,India,North,Casey Manning,Clothing,T-shirt,98.37,14.14,2.56
2023-11-21,Germany,North,Danielle Valdez,Clothing,Shoes,969.36,283.34,22.43
2023-05-18,India,South,Cody Silva,Electronics,Smartphone,482.76,101.76,53.33
2024-07-06,UK,North,Mitchell Carter,Grocery,Bread,525.11,154.75,91.02
2022-03-29,UK,North,Erica Singh,Furniture,Table,1070.78,253.77,112.59
2023-04-05,Canada,West,Pamela Knapp,Clothing,Hat,116.72,27.65,14.09
2023-05-08,UK,West,Cody Silva,Grocery,Milk,1869.48,206.22,295.88
2023-12-02,UK,East,Pamela Knapp,Electronics,Smartphone,824.02,46.14,33.28
2024-08-26,Germany,West,James Warren,Furniture,Table,545.73,85.6,38.28
2023-06-06,Canada,East,Michelle Adams,Sports,Football,671.67,77.17,83.21
2023-04-08,USA,West,Kaylee Wheeler,Grocery,Bread,222.6,55.86,33.85
2022-11-07,Germany,East,Casey Manning,Grocery,Bread,218.62,21.48,10.68
2024-06-21,USA,North,Pamela Knapp,Sports,Football,1200.81,73.13,14.54
2022-03-01,India,North,Pamela Knapp,Grocery,Eggs,91.99,9.65,8.19
2024-05-16,India,East,Michelle Adams,Furniture,Chair,1288.12,223.5,19.84
2023-12-15,India,East,Kaylee Wheeler,Clothing,T-shirt,1947.37,298.36,11.56
2023-03-31,India,East,Mitchell Carter,Sports,Tennis Racket,1080.78,296.81,156.55
2024-10-02,USA,South,Casey Manning,Furniture,Desk,1702.11,111.13,80.21
2023-03-11,Germany,North,Mitchell Carter,Sports,Football,1592.33,276.32,37.02
2023-12-01,Canada,West,Casey Manning,Grocery,Bread,1299.46,309.89,31.82
2022-11-01,UK,North,Michelle Adams,Clothing,Shoes,468.65,85.95,79.01
2024-02-19,Germany,South,Pamela Knapp,Electronics,Laptop,1696.92,443.88,284.25
2024-12-20,Germany,South,Kaylee Wheeler,Electronics,Headphones,1059.29,308.04,153.48
2023-08-23,Germany,South,Michelle Adams,Furniture,Cabinet,994.55,230.77,89.1
2025-02-09,Germany,South,James Warren,Electronics,Smartphone,1517.72,265.05,104.49
2024-01-21,Germany,East,Michelle Adams,Furniture,Table,575.78,103.94,63.28
2024-01-07,Germany,East,Erica Singh,Sports,Basketball,1911.27,448.07,19.41
2024-02-29,India,West,James Warren,Electronics,Tablet,82.12,13.42,4.36
2022-07-22,Canada,North,Christopher Smith,Clothing,Jacket,1539.19,399.84,239.55
2024-12-19,Germany,East,Mitchell Carter,Clothing,Jacket,485.86,102.23,68.95
2024-03-31,Canada,South,Michelle Adams,Sports,Cycling Helmet,210.24,58.51,2.81
2024-07-31,Canada,North,Cody Silva,Electronics,Smartphone,377.46,62.1,35.28
2022-09-12,India,East,Cody Silva,Sports,Basketball,324.58,31.28,36.19
2023-12-20,Germany,South,Cody Silva,Clothing,T-shirt,244.98,12.94,40.79
2024-04-26,UK,South,James Warren,Clothing,Jeans,1192.03,192.65,16.23
2022-03-27,Canada,North,James Warren,Sports,Tennis Racket,540.18,36.44,53.49
2023-07-05,India,East,Danielle Valdez,Grocery,Milk,1138.71,63.25,215.01
2024-01-24,Germany,North,Danielle Valdez,Clothing,T-shirt,506.66,69.64,5.91
2022-03-17,Germany,North,Cody Silva,Sports,Cycling Helmet,1449.65,113.34,278.08
2024-02-20,USA,South,Cody Silva,Furniture,Sofa,747.03,98.72,14.05
2022-02-20,Canada,East,Pamela Knapp,Furniture,Sofa,1707.43,372.44,30.59
2023-09-02,India,West,Danielle Valdez,Clothing,Shoes,1291.62,151.97,109.91
2024-05-10,UK,West,Christopher Smith,Electronics,Smartwatch,1662.74,247.82,279.16
2023-07-14,Germany,West,Casey Manning,Sports,Cycling Helmet,1320.91,318.89,146.73
2023-11-20,Canada,North,Casey Manning,Sports,Yoga Mat,1160.61,91.65,198.48
2024-09-05,Germany,South,Erica Singh,Grocery,Bread,671.94,142.8,25.58
2023-02-23,UK,West,James Warren,Grocery,Fruits,1414.85,294.17,95.48
2023-10-07,UK,West,Mitchell Carter,Electronics,Laptop,1768.42,121.85,50.57
2023-10-27,Germany,West,James Warren,Electronics,Headphones,1507.39,248.91,294.41
2024-08-22,Germany,South,Kaylee Wheeler,Clothing,Jacket,931.94,88.67,46.22
2022-10-04,Canada,North,Pamela Knapp,Electronics,Smartphone,488.35,39.9,42.52
2024-02-04,Canada,East,Kaylee Wheeler,Clothing,Jeans,1343.48,151.03,76.84
2023-04-25,UK,West,Cody Silva,Electronics,Smartwatch,1056.57,140.52,130.33
2022-09-13,UK,East,Mitchell Carter,Sports,Tennis Racket,502.84,45.73,77.11
2022-12-27,India,South,Christopher Smith,Clothing,Hat,710.42,176.13,5.69
2024-02-04,Germany,East,Danielle Valdez,Sports,Cycling Helmet,658.41,113.32,117.4
2022-03-01,India,West,Erica Singh,Electronics,Headphones,1165.97,222.65,41.83
2023-08-04,USA,West,Pamela Knapp,Electronics,Tablet,624.68,166.48,8.78
2023-02-27,Germany,South,Erica Singh,Sports,Yoga Mat,1679.84,181.91,225.33
2022-12-30,Germany,East,Pamela Knapp,Grocery,Fruits,1969.29,208.18,288.67
2025-01-17,USA,West,Michelle Adams,Clothing,Shoes,456.03,98.63,52.85
2023-02-24,Germany,South,Kaylee Wheeler,Sports,Tennis Racket,1634.46,265.25,122.43
2022-11-23,USA,North,Christopher Smith,Grocery,Bread,1436.51,267.33,225.32
2023-07-23,USA,West,Casey Manning,Sports,Football,858.18,60.68,135.42
2022-10-15,Germany,North,Michelle Adams,Furniture,Sofa,1035.73,292.98,64.56
2024-12-20,Canada,South,Casey Manning,Grocery,Eggs,1068.39,271.84,6.81
2024-01-08,UK,South,Erica Singh,Furniture,Chair,451.58,118.88,0.02
2022-09-04,UK,East,Mitchell Carter,Grocery,Milk,568.85,85.35,28.63
2022-04-05,UK,North,James Warren,Sports,Basketball,938.93,134.37,115.46
2024-01-27,India,North,James Warren,Electronics,Smartwatch,1020.74,199.45,166.49
2022-06-21,Canada,North,Mitchell Carter,Electronics,Smartwatch,1620.23,317.64,135.02
2023-09-21,India,South,Michelle Adams,Electronics,Laptop,1087.83,162.97,111.37
2024-10-07,India,North,Cody Silva,Sports,Cycling Helmet,432.26,84.61,70.83
2023-09-15,USA,West,Mitchell Carter,Electronics,Tablet,1684.51,301.35,188.71
2022-10-09,Canada,South,Cody Silva,Furniture,Cabinet,118.74,6.46,9.05
2023-04-25,Germany,West,Casey Manning,Sports,Cycling Helmet,1380.33,181.55,19.22
2022-09-24,Germany,West,Pamela Knapp,Sports,Yoga Mat,1434.53,392.65,203.29
2022-04-18,USA,East,James Warren,Grocery,Milk,1245.0,199.87,218.96
2023-05-22,UK,East,Casey Manning,Electronics,Smartwatch,1124.22,227.8,133.5
2024-06-13,Germany,South,Christopher Smith,Furniture,Cabinet,1685.02,86.9,55.68
2022-06-16,USA,North,Cody Silva,Sports,Cycling Helmet,1876.21,153.14,83.26
2024-09-16,USA,North,Kaylee Wheeler,Sports,Football,218.46,13.16,18.7
2022-03-18,India,North,Casey Manning,Furniture,Table,1313.44,326.02,191.75
2024-12-05,UK,North,Mitchell Carter,Clothing,Hat,1892.24,264.96,179.76
2024-02-05,USA,North,Danielle Valdez,Electronics,Smartwatch,1567.51,444.91,126.88
2023-02-01,Canada,North,Kaylee Wheeler,Clothing,Shoes,474.92,60.01,57.4
2024-10-02,India,South,James Warren,Electronics,Smartphone,1247.41,245.17,132.5
2022-10-19,India,North,Pamela Knapp,Electronics,Headphones,1505.44,97.13,225.31
2023-07-19,USA,East,Kaylee Wheeler,Sports,Cycling Helmet,303.17,53.7,28.93
2022-03-18,USA,East,Christopher Smith,Furniture,Chair,1959.93,490.49,23.4
2023-02-28,Germany,West,Christopher Smith,Furniture,Desk,301.89,30.37,38.39
2022-07-20,India,North,Kaylee Wheeler,Clothing,Hat,686.96,37.86,97.99
2022-05-28,Germany,South,Kaylee Wheeler,Sports,Yoga Mat,1070.58,146.16,114.98
2023-12-29,Canada,West,Kaylee Wheeler,Electronics,Laptop,876.03,49.7,31.52
2023-02-03,Canada,West,Michelle Adams,Clothing,Shoes,70.31,5.52,6.13
2024-10-21,USA,North,Cody Silva,Furniture,Desk,1116.41,184.76,89.6
2022-10-27,Canada,North,Kaylee Wheeler,Furniture,Desk,631.47,95.78,57.04
2023-04-14,Germany,South,Cody Silva,Electronics,Headphones,142.99,13.13,6.69
2024-11-14,Canada,East,Kaylee Wheeler,Electronics,Headphones,1151.66,325.74,130.04
2022-11-07,India,South,Mitchell Carter,Clothing,Hat,360.72,30.64,14.48
2023-09-01,Canada,East,Christopher Smith,Electronics,Headphones,856.16,113.2,119.25
2023-12-27,Canada,North,Kaylee Wheeler,Electronics,Smartwatch,615.48,177.11,65.44
2022-02-12,Canada,West,Casey Manning,Clothing,Hat,482.07,91.14,59.56
2023-08-10,USA,West,Cody Silva,Sports,Football,343.34,43.37,45.96
2022-05-18,USA,East,Mitchell Carter,Clothing,Hat,1945.82,357.74,53.11
2023-12-09,USA,West,Cody Silva,Clothing,Hat,1188.15,91.22,39.48
2022-05-17,Canada,North,Pamela Knapp,Furniture,Table,288.23,34.29,34.87
2022-09-12,USA,North,Michelle Adams,Sports,Basketball,1650.8,206.69,95.95
2023-10-26,Canada,South,James Warren,Furniture,Cabinet,558.79,49.47,110.92
2024-08-25,UK,East,Casey Manning,Clothing,Jeans,986.15,104.09,77.94
2024-03-19,UK,West,James Warren,Sports,Basketball,1845.7,374.87,276.62
2024-01-05,Germany,East,Christopher Smith,Clothing,Jacket,1885.9,287.16,134.27
2023-02-15,Germany,North,Kaylee Wheeler,Grocery,Eggs,1456.78,355.54,143.22
2023-05-22,India,South,Michelle Adams,Furniture,Desk,778.46,91.55,4.41
2022-08-16,Germany,North,Casey Manning,Furniture,Sofa,1477.95,384.76,80.72
2023-03-25,India,East,Pamela Knapp,Grocery,Vegetables,1848.94,178.46,68.51
2022-12-22,UK,West,Michelle Adams,Grocery,Eggs,924.68,164.61,140.42
2024-06-25,Germany,East,Erica Singh,Grocery,Milk,1844.79,282.27,264.0
2022-10-13,Germany,East,Michelle Adams,Sports,Basketball,268.3,63.59,6.73
2022-06-10,USA,South,Danielle Valdez,Clothing,Jacket,1129.72,255.89,115.25
2023-02-23,UK,South,Kaylee Wheeler,Furniture,Cabinet,547.07,51.7,74.32
2024-03-14,Germany,East,Erica Singh,Furniture,Cabinet,845.04,119.97,31.82
2024-10-29,India,West,Erica Singh,Furniture,Cabinet,1312.88,160.53,38.92
2022-09-07,UK,East,Casey Manning,Sports,Football,1951.38,433.98,357.65
2024-02-18,USA,East,Cody Silva,Grocery,Fruits,811.78,168.52,70.84
2023-08-15,Canada,North,Danielle Valdez,Furniture,Chair,435.34,30.39,32.21
2022-09-25,Canada,South,Danielle Valdez,Sports,Tennis Racket,1948.86,557.55,46.63
2024-11-06,Germany,East,James Warren,Clothing,Jeans,1615.42,434.76,287.13
2022-10-24,USA,East,James Warren,Clothing,T-shirt,1854.76,231.83,273.68
2023-08-17,India,South,Mitchell Carter,Clothing,Jeans,44.63,3.88,3.26
2024-03-07,USA,South,Mitchell Carter,Sports,Football,1308.47,159.7,62.26
2024-09-26,India,North,Christopher Smith,Grocery,Eggs,952.35,215.32,161.19
2023-06-01,Canada,West,Mitchell Carter,Grocery,Milk,1274.26,92.52,20.9
2023-03-23,India,North,James Warren,Electronics,Tablet,1651.73,92.14,179.39
2022-11-26,UK,North,Erica Singh,Grocery,Fruits,1403.6,243.69,188.98
2022-11-07,Germany,East,James Warren,Sports,Football,1136.33,279.05,166.9
2024-08-16,UK,West,Michelle Adams,Sports,Football,146.57,18.86,24.8
2024-10-17,India,North,Erica Singh,Electronics,Smartphone,1221.03,232.94,123.85
2024-06-20,UK,North,Danielle Valdez,Electronics,Laptop,1945.26,284.8,308.65
2024-11-05,USA,South,James Warren,Sports,Basketball,1719.28,282.12,28.63
2022-04-08,Canada,East,Michelle Adams,Electronics,Tablet,1110.05,285.44,187.1
2022-11-01,USA,North,Cody Silva,Furniture,Chair,159.73,38.62,27.39
2023-03-13,Germany,South,Erica Singh,Furniture,Table,114.72,13.23,20.41
2024-05-21,UK,South,Erica Singh,Furniture,Desk,1956.37,192.95,277.0
2023-05-19,UK,South,Casey Manning,Sports,Football,451.25,121.85,70.2
2023-03-03,UK,East,Casey Manning,Grocery,Fruits,319.9,81.66,61.12
2024-10-06,India,South,Kaylee Wheeler,Electronics,Smartwatch,825.01,60.46,76.4
2022-08-09,Germany,South,Danielle Valdez,Clothing,Shoes,1110.49,332.23,48.27
2022-04-18,India,South,Cody Silva,Grocery,Eggs,968.81,79.11,193.08
2024-06-20,Germany,West,Mitchell Carter,Clothing,Shoes,1022.25,79.75,100.8
2023-06-10,Canada,North,Erica Singh,Electronics,Laptop,205.94,51.25,9.54
2023-04-30,India,East,Kaylee Wheeler,Grocery,Fruits,955.41,216.9,72.02
2022-09-19,Germany,North,Erica Singh,Grocery,Vegetables,1853.98,497.56,294.42
2022-06-11,India,West,Michelle Adams,Grocery,Fruits,1936.21,559.04,381.94
2024-08-30,Canada,South,James Warren,Sports,Cycling Helmet,1977.36,318.79,193.53
2023-08-17,Canada,West,Kaylee Wheeler,Clothing,T-shirt,480.01,135.76,26.09
2022-10-04,UK,North,Danielle Valdez,Sports,Tennis Racket,590.44,55.38,46.31
2022-09-30,UK,East,Michelle Adams,Electronics,Laptop,1238.16,186.52,230.89
2024-12-13,USA,North,James Warren,Electronics,Laptop,786.92,92.89,53.44
2024-09-20,India,East,Cody Silva,Electronics,Laptop,762.98,122.06,125.68
2024-02-16,USA,South,Mitchell Carter,Electronics,Tablet,1652.3,476.87,35.08
2023-02-10,USA,West,Michelle Adams,Furniture,Sofa,1554.88,238.33,142.92
2023-08-25,USA,South,Mitchell Carter,Sports,Tennis Racket,235.36,33.73,15.48
2023-11-28,USA,East,Mitchell Carter,Electronics,Headphones,789.0,150.83,93.59
2024-02-02,Canada,North,Danielle Valdez,Grocery,Milk,1631.01,373.0,31.36
2023-12-25,Germany,West,Michelle Adams,Furniture,Table,1501.57,343.1,112.86
2022-06-24,USA,West,Danielle Valdez,Grocery,Vegetables,609.53,72.02,43.39
2023-01-12,UK,North,Pamela Knapp,Sports,Cycling Helmet,471.05,63.91,13.36
2023-01-04,USA,South,Cody Silva,Clothing,Shoes,379.36,103.72,12.6
2024-10-05,USA,North,Pamela Knapp,Sports,Football,585.46,56.86,9.23
2022-10-14,Germany,West,James Warren,Grocery,Vegetables,1280.77,97.17,115.76
2023-11-22,Germany,East,Cody Silva,Furniture,Cabinet,883.13,256.92,10.35
2024-09-24,UK,West,Danielle Valdez,Sports,Basketball,852.73,103.59,48.22
2023-06-08,USA,North,Danielle Valdez,Grocery,Eggs,1978.2,137.46,83.64
2025-01-13,UK,East,Kaylee Wheeler,Clothing,T-shirt,1903.09,384.24,341.19
2022-02-10,USA,North,Kaylee Wheeler,Grocery,Milk,1461.07,255.57,142.09
2022-09-21,Canada,East,Mitchell Carter,Electronics,Headphones,269.77,71.63,50.21
2022-10-16,UK,West,Cody Silva,Sports,Cycling Helmet,1626.64,216.94,281.31
2022-08-28,UK,South,Erica Singh,Clothing,Jacket,143.52,30.67,21.25
2023-02-20,Canada,North,Mitchell Carter,Electronics,Smartphone,843.42,109.93,102.83
2024-06-11,Canada,West,James Warren,Furniture,Table,1210.13,120.54,156.5
2023-02-05,India,South,James Warren,Grocery,Eggs,168.86,44.8,16.16
2024-03-09,UK,West,Michelle Adams,Sports,Cycling Helmet,108.41,18.53,1.67
2024-01-29,USA,West,Cody Silva,Grocery,Fruits,284.86,73.71,1.0
2023-05-28,Canada,West,James Warren,Grocery,Bread,1471.35,128.46,72.32
2022-12-01,India,East,Kaylee Wheeler,Sports,Football,1011.78,81.82,130.0
2022-06-13,Germany,East,Mitchell Carter,Electronics,Headphones,1218.03,129.43,148.65
2022-11-18,UK,East,Danielle Valdez,Electronics,Headphones,59.62,4.06,7.53
2022-08-04,Canada,North,Erica Singh,Electronics,Smartwatch,879.71,48.4,32.21
2023-06-14,Germany,East,Pamela Knapp,Clothing,T-shirt,298.77,57.71,54.52
2022-09-05,USA,South,Cody Silva,Sports,Football,1012.91,166.29,183.12
2022-11-22,Germany,West,Michelle Adams,Furniture,Table,1965.16,446.72,339.68
2024-10-23,USA,North,Casey Manning,Electronics,Laptop,27.08,3.7,0.0
2024-12-05,USA,East,Pamela Knapp,Electronics,Tablet,1147.21,309.91,202.87
2022-09-03,India,South,Kaylee Wheeler,Furniture,Desk,1753.52,240.06,247.56
2023-01-05,USA,North,Christopher Smith,Furniture,Chair,605.47,37.34,81.81
2022-04-21,Germany,North,Christopher Smith,Sports,Cycling Helmet,1085.51,96.55,209.63
2022-05-06,Canada,North,Mitchell Carter,Furniture,Desk,1056.37,97.14,43.16
2025-01-16,Germany,South,Casey Manning,Furniture,Table,1679.77,264.77,209.19
2023-07-04,Canada,East,Erica Singh,Sports,Football,829.03,122.85,151.89
2024-02-02,Germany,North,Kaylee Wheeler,Clothing,Shoes,213.47,60.09,29.39
2023-10-19,Germany,North,Christopher Smith,Clothing,T-shirt,1640.14,89.76,7.75
2023-03-02,UK,North,Pamela Knapp,Clothing,T-shirt,509.14,144.79,75.88
2024-10-26,Canada,East,Mitchell Carter,Sports,Yoga Mat,1520.63,326.82,248.61
2023-07-14,UK,North,James Warren,Sports,Yoga Mat,772.47,46.0,136.53
2024-04-25,USA,South,Pamela Knapp,Electronics,Laptop,1414.24,307.94,278.69
2023-04-02,Canada,West,Cody Silva,Furniture,Cabinet,260.78,29.3,19.01
2023-11-01,Canada,East,Pamela Knapp,Electronics,Laptop,1957.39,555.95,228.16
2024-05-29,USA,North,Mitchell Carter,Clothing,Jacket,1444.48,191.45,53.09
2024-04-14,India,West,Kaylee Wheeler,Electronics,Tablet,265.43,18.06,32.25
2022-12-15,Canada,North,Danielle Valdez,Electronics,Laptop,1827.33,377.12,322.55
2023-09-11,USA,South,Mitchell Carter,Grocery,Bread,1951.21,405.9,44.09
2023-11-05,USA,East,Pamela Knapp,Furniture,Desk,999.44,293.92,194.7
2024-09-09,India,North,Casey Manning,Furniture,Cabinet,659.7,76.23,76.89
2024-12-30,USA,East,Michelle Adams,Furniture,Desk,1362.34,260.55,151.73
2024-08-01,Germany,North,Erica Singh,Electronics,Laptop,1497.6,229.27,289.92
2023-11-16,India,North,Cody Silva,Grocery,Fruits,1975.54,561.63,72.76
2023-03-04,India,West,Pamela Knapp,Electronics,Smartwatch,1329.53,162.84,85.33
2022-11-24,India,North,Mitchell Carter,Sports,Tennis Racket,1928.24,291.76,231.07
2024-09-12,Germany,West,Casey Manning,Clothing,Hat,458.24,45.38,81.53
2024-07-25,UK,East,Cody Silva,Sports,Basketball,130.54,12.53,19.84
2024-04-22,UK,South,Danielle Valdez,Furniture,Cabinet,179.4,42.22,14.5
2022-12-06,Canada,South,Mitchell Carter,Electronics,Smartphone,1688.3,144.3,16.44
2024-09-19,Canada,West,Kaylee Wheeler,Electronics,Smartphone,45.13,9.04,4.17
2024-03-22,UK,West,Kaylee Wheeler,Sports,Yoga Mat,962.84,170.6,131.35
2024-05-14,USA,East,Casey Manning,Sports,Basketball,611.43,149.72,9.85
2023-10-29,India,North,Cody Silva,Furniture,Cabinet,161.53,11.87,6.12
2024-05-15,Canada,East,Christopher Smith,Furniture,Chair,368.69,27.24,35.47
2022-10-27,Canada,South,Christopher Smith,Sports,Tennis Racket,1778.25,421.46,142.76
2024-08-21,USA,East,Mitchell Carter,Furniture,Desk,1733.38,254.81,100.99
2022-12-29,India,East,James Warren,Grocery,Bread,202.49,35.62,10.3
2023-04-08,Germany,East,Kaylee Wheeler,Grocery,Eggs,987.49,183.54,179.51
2024-12-01,Canada,East,Erica Singh,Clothing,Jacket,1214.96,195.7,239.56
2024-06-21,India,North,Casey Manning,Clothing,T-shirt,722.32,69.75,84.65
2023-11-18,USA,West,Casey Manning,Sports,Basketball,1286.83,275.8,104.53
2024-06-13,Germany,West,Cody Silva,Furniture,Chair,1560.08,363.15,261.23
2024-09-04,India,West,Danielle Valdez,Sports,Basketball,1642.36,176.42,168.91
2025-01-08,Germany,South,Kaylee Wheeler,Clothing,Shoes,613.44,50.52,44.29
2024-01-15,UK,South,Christopher Smith,Electronics,Headphones,974.88,206.16,168.84
2024-03-05,India,West,Erica Singh,Grocery,Eggs,813.97,200.89,5.52
2023-02-03,India,North,Mitchell Carter,Sports,Basketball,292.36,71.29,6.41
2023-07-30,USA,North,Michelle Adams,Clothing,T-shirt,137.6,23.28,0.86
2025-01-22,UK,East,Casey Manning,Furniture,Table,1781.0,283.5,228.99
2024-03-01,Germany,North,Erica Singh,Sports,Tennis Racket,1560.96,165.55,206.11
2023-12-06,Germany,North,Mitchell Carter,Furniture,Cabinet,937.34,144.02,169.29
2024-06-19,Canada,North,Cody Silva,Electronics,Headphones,373.69,47.51,51.47
2023-03-25,Germany,South,Cody Silva,Clothing,Jacket,274.85,41.1,32.44
2024-02-15,UK,East,Cody Silva,Furniture,Cabinet,1649.03,465.14,184.14
2024-06-28,Germany,North,Mitchell Carter,Clothing,Jacket,1069.28,298.49,200.5
2024-10-09,India,North,Erica Singh,Clothing,Jeans,1087.65,280.32,164.45
2024-11-01,USA,West,Casey Manning,Grocery,Vegetables,348.14,23.01,47.88
2024-10-04,UK,North,Christopher Smith,Clothing,Jeans,1991.96,537.03,221.96
2024-01-29,India,North,Cody Silva,Sports,Yoga Mat,412.45,34.55,31.78
2024-09-27,UK,East,Cody Silva,Electronics,Headphones,1202.05,306.1,207.24
2025-01-18,Canada,South,Cody Silva,Clothing,Jacket,1046.9,223.25,36.42
2023-05-06,UK,South,Pamela Knapp,Electronics,Headphones,1324.05,219.73,38.56
2022-12-16,UK,East,Casey Manning,Sports,Football,83.5,8.96,14.95
2024-06-16,Canada,East,Kaylee Wheeler,Sports,Tennis Racket,671.38,155.1,133.42
2024-03-11,India,West,Mitchell Carter,Grocery,Eggs,360.64,30.75,52.24
2023-03-30,Canada,West,Cody Silva,Electronics,Smartphone,1739.36,128.76,310.04
2022-12-23,USA,North,Danielle Valdez,Sports,Tennis Racket,318.27,51.63,6.58
2023-02-25,Germany,West,Michelle Adams,Clothing,Shoes,1084.44,282.19,132.31
2023-07-15,India,South,Michelle Adams,Electronics,Laptop,708.43,99.19,44.94
2023-09-21,Canada,East,Cody Silva,Sports,Yoga Mat,341.64,31.75,22.67
2022-10-06,USA,South,Cody Silva,Electronics,Smartphone,926.77,243.14,60.74
